id,account_id,occurred_at,channel
76,1091,10.1.2015,direct
77,1091,10.31.2015,direct
78,1091,11.29.2015,direct
79,1091,12.28.2015,direct
80,1091,1.26.2016,direct
81,1091,2.25.2016,direct
82,1091,3.25.2016,direct
83,1091,4.24.2016,direct
84,1091,5.23.2016,direct
85,1091,6.22.2016,direct
86,1091,7.21.2016,direct
87,1091,8.20.2016,direct
88,1091,9.18.2016,direct
89,1091,10.17.2016,direct
90,1091,11.15.2016,direct
91,1091,12.14.2016,direct
92,1101,6.24.2015,direct
93,1101,7.24.2015,direct
94,1101,8.22.2015,direct
95,1101,9.21.2015,direct
96,1101,10.21.2015,direct
97,1101,11.20.2015,direct
98,1101,12.19.2015,direct
99,1101,1.17.2016,direct
100,1101,2.15.2016,direct
101,1101,3.15.2016,direct
102,1101,4.13.2016,direct
103,1101,5.13.2016,direct
104,1101,6.12.2016,direct
105,1111,11.15.2015,direct
106,1111,12.15.2015,direct
107,1121,8.26.2015,direct
108,1121,9.25.2015,direct
109,1121,10.24.2015,direct
110,1121,11.22.2015,direct
111,1121,12.21.2015,direct
112,1121,1.20.2016,direct
113,1121,2.19.2016,direct
114,1121,3.19.2016,direct
115,1121,4.18.2016,direct
116,1121,5.17.2016,direct
117,1121,6.16.2016,direct
118,1121,7.15.2016,direct
119,1121,8.13.2016,direct
120,1121,9.11.2016,direct
121,1121,10.10.2016,direct
122,1121,11.8.2016,direct
123,1121,12.7.2016,direct
124,1131,5.13.2016,direct
125,1131,6.12.2016,direct
126,1131,7.11.2016,direct
127,1131,8.10.2016,direct
128,1131,9.9.2016,direct
129,1131,10.9.2016,direct
130,1131,11.7.2016,direct
131,1131,12.7.2016,direct
132,1141,9.24.2016,direct
133,1141,10.23.2016,direct
134,1141,11.22.2016,direct
135,1141,12.21.2016,direct
136,1151,12.30.2016,direct
137,1161,3.6.2016,direct
138,1161,4.5.2016,direct
139,1161,5.5.2016,direct
140,1161,6.4.2016,direct
141,1161,7.3.2016,direct
142,1161,8.1.2016,direct
143,1161,8.31.2016,direct
144,1161,9.29.2016,direct
145,1161,10.28.2016,direct
146,1161,11.26.2016,direct
147,1161,12.25.2016,direct
148,1171,8.24.2016,direct
149,1171,9.23.2016,direct
150,1171,10.22.2016,direct
151,1171,11.20.2016,direct
152,1171,12.20.2016,direct
153,1181,12.17.2013,direct
154,1181,1.16.2014,direct
155,1181,2.14.2014,direct
156,1181,3.16.2014,direct
157,1181,4.14.2014,direct
158,1181,5.14.2014,direct
159,1181,6.13.2014,direct
160,1181,7.13.2014,direct
161,1181,8.12.2014,direct
162,1181,9.10.2014,direct
163,1181,10.10.2014,direct
164,1181,11.9.2014,direct
165,1181,12.9.2014,direct
166,1181,1.8.2015,direct
167,1181,2.6.2015,direct
168,1181,3.8.2015,direct
169,1181,4.6.2015,direct
170,1181,5.6.2015,direct
171,1181,6.5.2015,direct
172,1181,7.4.2015,direct
173,1181,8.3.2015,direct
174,1181,9.1.2015,direct
175,1181,10.1.2015,direct
176,1181,10.31.2015,direct
177,1181,11.29.2015,direct
178,1181,12.28.2015,direct
179,1181,1.26.2016,direct
180,1181,2.25.2016,direct
181,1181,3.25.2016,direct
182,1181,4.24.2016,direct
183,1181,5.23.2016,direct
184,1181,6.22.2016,direct
185,1181,7.21.2016,direct
186,1181,8.19.2016,direct
187,1181,9.18.2016,direct
188,1181,10.18.2016,direct
189,1181,11.17.2016,direct
190,1181,12.17.2016,direct
191,1191,1.24.2016,direct
192,1191,2.23.2016,direct
193,1191,3.23.2016,direct
194,1191,4.22.2016,direct
195,1191,5.21.2016,direct
196,1191,6.20.2016,direct
197,1191,7.19.2016,direct
198,1191,8.18.2016,direct
199,1191,9.17.2016,direct
200,1191,10.16.2016,direct
201,1191,11.15.2016,direct
202,1191,12.15.2016,direct
203,1201,11.12.2016,direct
204,1201,12.11.2016,direct
205,1211,11.22.2016,direct
206,1211,12.21.2016,direct
207,1221,1.20.2015,direct
208,1221,2.18.2015,direct
209,1221,3.19.2015,direct
210,1221,4.17.2015,direct
211,1221,5.16.2015,direct
212,1221,6.15.2015,direct
213,1221,7.15.2015,direct
214,1221,8.14.2015,direct
215,1221,9.12.2015,direct
216,1221,10.11.2015,direct
217,1221,11.9.2015,direct
218,1221,12.8.2015,direct
219,1221,1.6.2016,direct
220,1221,2.4.2016,direct
221,1221,3.4.2016,direct
222,1221,4.3.2016,direct
223,1221,5.3.2016,direct
224,1221,6.1.2016,direct
225,1221,6.30.2016,direct
226,1221,7.29.2016,direct
227,1221,8.27.2016,direct
228,1221,9.26.2016,direct
229,1221,10.26.2016,direct
230,1221,11.25.2016,direct
231,1221,12.24.2016,direct
232,1231,2.26.2016,direct
233,1231,3.27.2016,direct
234,1231,4.26.2016,direct
235,1231,5.26.2016,direct
236,1231,6.25.2016,direct
237,1231,7.24.2016,direct
238,1231,8.23.2016,direct
239,1231,9.22.2016,direct
240,1231,10.21.2016,direct
241,1231,11.20.2016,direct
242,1231,12.20.2016,direct
243,1241,6.14.2016,direct
244,1241,7.13.2016,direct
245,1241,8.11.2016,direct
246,1241,9.9.2016,direct
247,1241,10.8.2016,direct
248,1241,11.7.2016,direct
249,1241,12.6.2016,direct
250,1251,12.11.2013,direct
251,1251,1.9.2014,direct
252,1251,2.7.2014,direct
253,1251,3.8.2014,direct
254,1251,4.7.2014,direct
255,1251,5.7.2014,direct
256,1251,6.6.2014,direct
257,1251,7.5.2014,direct
258,1251,8.4.2014,direct
259,1251,9.3.2014,direct
260,1251,10.2.2014,direct
261,1251,11.1.2014,direct
262,1251,12.1.2014,direct
263,1251,12.30.2014,direct
264,1251,1.28.2015,direct
265,1261,11.12.2014,direct
266,1261,12.11.2014,direct
267,1261,1.9.2015,direct
268,1261,2.7.2015,direct
269,1261,3.8.2015,direct
270,1261,4.7.2015,direct
271,1261,5.6.2015,direct
272,1261,6.4.2015,direct
273,1261,7.3.2015,direct
274,1261,8.2.2015,direct
275,1261,8.31.2015,direct
276,1261,9.29.2015,direct
277,1261,10.29.2015,direct
278,1261,11.27.2015,direct
279,1261,12.27.2015,direct
280,1261,1.26.2016,direct
281,1261,2.25.2016,direct
282,1261,3.26.2016,direct
283,1261,4.24.2016,direct
284,1261,5.23.2016,direct
285,1261,6.22.2016,direct
286,1261,7.21.2016,direct
287,1261,8.19.2016,direct
288,1261,9.18.2016,direct
289,1261,10.17.2016,direct
290,1261,11.15.2016,direct
291,1261,12.15.2016,direct
292,1271,10.28.2015,direct
293,1271,11.26.2015,direct
294,1281,12.5.2013,direct
295,1281,1.3.2014,direct
296,1281,2.2.2014,direct
297,1281,3.3.2014,direct
298,1281,4.1.2014,direct
299,1281,5.1.2014,direct
300,1281,5.30.2014,direct
301,1281,6.29.2014,direct
302,1281,7.28.2014,direct
303,1281,8.26.2014,direct
304,1281,9.25.2014,direct
305,1281,10.25.2014,direct
306,1281,11.24.2014,direct
307,1281,12.24.2014,direct
308,1281,1.23.2015,direct
309,1281,2.22.2015,direct
310,1281,3.24.2015,direct
311,1281,4.23.2015,direct
312,1281,5.22.2015,direct
313,1281,6.20.2015,direct
314,1281,7.20.2015,direct
315,1281,8.19.2015,direct
316,1281,9.18.2015,direct
317,1281,10.18.2015,direct
318,1281,11.16.2015,direct
319,1281,12.16.2015,direct
320,1281,1.15.2016,direct
321,1281,2.13.2016,direct
322,1281,3.14.2016,direct
323,1281,4.13.2016,direct
324,1281,5.13.2016,direct
325,1281,6.12.2016,direct
326,1281,7.12.2016,direct
327,1281,8.11.2016,direct
328,1281,9.10.2016,direct
329,1281,10.9.2016,direct
330,1281,11.8.2016,direct
331,1281,12.8.2016,direct
332,1291,5.6.2015,direct
333,1291,6.4.2015,direct
334,1291,7.4.2015,direct
335,1291,8.3.2015,direct
336,1291,9.1.2015,direct
337,1291,10.1.2015,direct
338,1291,10.30.2015,direct
339,1291,11.28.2015,direct
340,1291,12.27.2015,direct
341,1291,1.26.2016,direct
342,1291,2.25.2016,direct
343,1291,3.25.2016,direct
344,1291,4.23.2016,direct
345,1291,5.22.2016,direct
346,1291,6.20.2016,direct
347,1291,7.19.2016,direct
348,1291,8.18.2016,direct
349,1291,9.17.2016,direct
350,1291,10.17.2016,direct
351,1291,11.16.2016,direct
352,1291,12.15.2016,direct
353,1301,12.8.2013,direct
354,1301,1.7.2014,direct
355,1301,2.5.2014,direct
356,1301,3.6.2014,direct
357,1301,4.5.2014,direct
358,1301,5.4.2014,direct
359,1301,6.2.2014,direct
360,1301,7.1.2014,direct
361,1301,7.31.2014,direct
362,1301,8.30.2014,direct
363,1301,9.29.2014,direct
364,1301,10.28.2014,direct
365,1301,11.26.2014,direct
366,1301,12.26.2014,direct
367,1301,1.24.2015,direct
368,1301,2.22.2015,direct
369,1301,3.23.2015,direct
370,1301,4.21.2015,direct
371,1301,5.21.2015,direct
372,1301,6.20.2015,direct
373,1301,7.20.2015,direct
374,1301,8.19.2015,direct
375,1301,9.17.2015,direct
376,1301,10.16.2015,direct
377,1301,11.14.2015,direct
378,1301,12.13.2015,direct
379,1301,1.11.2016,direct
380,1301,2.9.2016,direct
381,1301,3.10.2016,direct
382,1301,4.8.2016,direct
383,1301,5.7.2016,direct
384,1301,6.5.2016,direct
385,1301,7.4.2016,direct
386,1301,8.2.2016,direct
387,1301,9.1.2016,direct
388,1301,10.1.2016,direct
389,1301,10.31.2016,direct
390,1301,11.29.2016,direct
391,1301,12.29.2016,direct
392,1311,7.7.2016,direct
393,1311,8.6.2016,direct
394,1311,9.5.2016,direct
395,1311,10.4.2016,direct
396,1311,11.3.2016,direct
397,1311,12.2.2016,direct
398,1311,1.1.2017,direct
399,1321,12.15.2015,direct
400,1321,1.13.2016,direct
401,1321,2.12.2016,direct
402,1321,3.12.2016,direct
403,1321,4.10.2016,direct
404,1321,5.10.2016,direct
405,1321,6.9.2016,direct
406,1321,7.8.2016,direct
407,1321,8.7.2016,direct
408,1321,9.5.2016,direct
409,1321,10.5.2016,direct
410,1321,11.3.2016,direct
411,1321,12.3.2016,direct
412,1321,1.1.2017,direct
413,1331,8.18.2016,direct
414,1331,9.16.2016,direct
415,1331,10.15.2016,direct
416,1331,11.14.2016,direct
417,1331,12.13.2016,direct
418,1341,8.28.2016,direct
419,1341,9.26.2016,direct
420,1341,10.26.2016,direct
421,1341,11.24.2016,direct
422,1341,12.23.2016,direct
423,1351,8.21.2016,direct
424,1351,9.19.2016,direct
425,1351,10.18.2016,direct
426,1351,11.16.2016,direct
427,1351,12.15.2016,direct
428,1361,9.1.2016,direct
429,1361,9.30.2016,direct
430,1361,10.29.2016,direct
431,1361,11.27.2016,direct
432,1371,8.15.2015,direct
433,1371,9.14.2015,direct
434,1371,10.14.2015,direct
435,1371,11.13.2015,direct
436,1371,12.12.2015,direct
437,1371,1.10.2016,direct
438,1371,2.9.2016,direct
439,1371,3.9.2016,direct
440,1371,4.7.2016,direct
441,1371,5.7.2016,direct
442,1371,6.6.2016,direct
443,1371,7.5.2016,direct
444,1371,8.4.2016,direct
445,1371,9.2.2016,direct
446,1371,10.2.2016,direct
447,1371,11.1.2016,direct
448,1371,12.1.2016,direct
449,1371,12.31.2016,direct
450,1381,11.12.2016,direct
451,1381,12.11.2016,direct
452,1391,10.7.2016,direct
453,1391,11.5.2016,direct
454,1391,12.4.2016,direct
455,1401,12.12.2013,direct
456,1401,1.11.2014,direct
457,1401,2.10.2014,direct
458,1401,3.11.2014,direct
459,1401,4.10.2014,direct
460,1401,5.10.2014,direct
461,1401,6.9.2014,direct
462,1401,7.9.2014,direct
463,1401,8.7.2014,direct
464,1401,9.5.2014,direct
465,1401,10.5.2014,direct
466,1401,11.3.2014,direct
467,1401,12.2.2014,direct
468,1401,1.1.2015,direct
469,1401,1.31.2015,direct
470,1401,3.1.2015,direct
471,1401,3.31.2015,direct
472,1401,4.29.2015,direct
473,1401,5.29.2015,direct
474,1401,6.28.2015,direct
475,1401,7.27.2015,direct
476,1401,8.26.2015,direct
477,1401,9.25.2015,direct
478,1401,10.25.2015,direct
479,1401,11.23.2015,direct
480,1401,12.23.2015,direct
481,1401,1.22.2016,direct
482,1401,2.20.2016,direct
483,1401,3.21.2016,direct
484,1401,4.19.2016,direct
485,1401,5.18.2016,direct
486,1401,6.16.2016,direct
487,1401,7.16.2016,direct
488,1401,8.15.2016,direct
489,1401,9.14.2016,direct
490,1401,10.14.2016,direct
491,1401,11.12.2016,direct
492,1401,12.12.2016,direct
493,1411,12.30.2013,direct
494,1411,1.29.2014,direct
495,1411,2.28.2014,direct
496,1411,3.30.2014,direct
497,1411,4.28.2014,direct
498,1411,5.27.2014,direct
499,1411,6.26.2014,direct
500,1411,7.26.2014,direct
501,1411,8.24.2014,direct
502,1411,9.23.2014,direct
503,1411,10.23.2014,direct
504,1411,11.21.2014,direct
505,1411,12.20.2014,direct
506,1411,1.19.2015,direct
507,1411,2.18.2015,direct
508,1411,3.19.2015,direct
509,1411,4.17.2015,direct
510,1411,5.16.2015,direct
511,1411,6.15.2015,direct
512,1411,7.14.2015,direct
513,1411,8.13.2015,direct
514,1411,9.11.2015,direct
515,1411,10.10.2015,direct
516,1411,11.8.2015,direct
517,1411,12.8.2015,direct
518,1411,1.6.2016,direct
519,1411,2.4.2016,direct
520,1411,3.5.2016,direct
521,1411,4.4.2016,direct
522,1411,5.3.2016,direct
523,1411,6.2.2016,direct
524,1411,7.2.2016,direct
525,1411,8.1.2016,direct
526,1411,8.31.2016,direct
527,1411,9.30.2016,direct
528,1411,10.29.2016,direct
529,1411,11.28.2016,direct
530,1411,12.28.2016,direct
531,1421,1.1.2014,direct
532,1421,1.30.2014,direct
533,1421,2.28.2014,direct
534,1421,3.30.2014,direct
535,1421,4.28.2014,direct
536,1421,5.28.2014,direct
537,1421,6.27.2014,direct
538,1421,7.26.2014,direct
539,1421,8.25.2014,direct
540,1421,9.24.2014,direct
541,1421,10.24.2014,direct
542,1421,11.23.2014,direct
543,1421,12.22.2014,direct
544,1421,1.20.2015,direct
545,1421,2.19.2015,direct
546,1421,3.20.2015,direct
547,1421,4.19.2015,direct
548,1421,5.19.2015,direct
549,1421,6.17.2015,direct
550,1421,7.17.2015,direct
551,1421,8.16.2015,direct
552,1421,9.15.2015,direct
553,1421,10.14.2015,direct
554,1421,11.13.2015,direct
555,1421,12.12.2015,direct
556,1421,1.10.2016,direct
557,1421,2.9.2016,direct
558,1421,3.10.2016,direct
559,1421,4.8.2016,direct
560,1421,5.7.2016,direct
561,1421,6.6.2016,direct
562,1421,7.5.2016,direct
563,1421,8.3.2016,direct
564,1421,9.2.2016,direct
565,1421,10.2.2016,direct
566,1421,11.1.2016,direct
567,1421,12.1.2016,direct
568,1421,12.31.2016,direct
569,1431,3.28.2016,direct
570,1431,4.27.2016,direct
571,1431,5.26.2016,direct
572,1431,6.25.2016,direct
573,1441,12.28.2013,direct
574,1441,1.27.2014,direct
575,1441,2.25.2014,direct
576,1441,3.27.2014,direct
577,1441,4.26.2014,direct
578,1441,5.25.2014,direct
579,1441,6.23.2014,direct
580,1441,7.22.2014,direct
581,1441,8.21.2014,direct
582,1441,9.19.2014,direct
583,1441,10.18.2014,direct
584,1441,11.16.2014,direct
585,1441,12.16.2014,direct
586,1441,1.15.2015,direct
587,1441,2.13.2015,direct
588,1441,3.14.2015,direct
589,1441,4.13.2015,direct
590,1441,5.12.2015,direct
591,1441,6.10.2015,direct
592,1441,7.9.2015,direct
593,1441,8.8.2015,direct
594,1441,9.6.2015,direct
595,1441,10.6.2015,direct
596,1441,11.4.2015,direct
597,1441,12.4.2015,direct
598,1441,1.3.2016,direct
599,1441,2.1.2016,direct
600,1441,3.2.2016,direct
601,1441,4.1.2016,direct
602,1441,5.1.2016,direct
603,1441,5.31.2016,direct
604,1441,6.29.2016,direct
605,1441,7.29.2016,direct
606,1441,8.28.2016,direct
607,1441,9.27.2016,direct
608,1451,5.4.2014,direct
609,1451,6.3.2014,direct
610,1451,7.2.2014,direct
611,1451,8.1.2014,direct
612,1451,8.31.2014,direct
613,1451,9.30.2014,direct
614,1451,10.30.2014,direct
615,1451,11.29.2014,direct
616,1451,12.29.2014,direct
617,1451,1.28.2015,direct
618,1451,2.26.2015,direct
619,1451,3.27.2015,direct
620,1451,4.26.2015,direct
621,1451,5.25.2015,direct
622,1451,6.24.2015,direct
623,1451,7.24.2015,direct
624,1451,8.23.2015,direct
625,1451,9.21.2015,direct
626,1451,10.20.2015,direct
627,1451,11.18.2015,direct
628,1451,12.17.2015,direct
629,1451,1.15.2016,direct
630,1451,2.13.2016,direct
631,1451,3.14.2016,direct
632,1451,4.12.2016,direct
633,1451,5.11.2016,direct
634,1451,6.10.2016,direct
635,1451,7.10.2016,direct
636,1451,8.9.2016,direct
637,1451,9.8.2016,direct
638,1451,10.8.2016,direct
639,1451,11.7.2016,direct
640,1451,12.6.2016,direct
641,1461,12.12.2015,direct
642,1461,1.10.2016,direct
643,1461,2.9.2016,direct
644,1461,3.10.2016,direct
645,1461,4.8.2016,direct
646,1461,5.7.2016,direct
647,1461,6.5.2016,direct
648,1461,7.4.2016,direct
649,1461,8.2.2016,direct
650,1461,8.31.2016,direct
651,1461,9.30.2016,direct
652,1461,10.29.2016,direct
653,1461,11.27.2016,direct
654,1461,12.26.2016,direct
655,1471,1.1.2017,direct
656,1481,12.19.2016,direct
657,1491,2.15.2015,direct
658,1491,3.17.2015,direct
659,1491,4.15.2015,direct
660,1491,5.15.2015,direct
661,1491,6.13.2015,direct
662,1491,7.12.2015,direct
663,1491,8.10.2015,direct
664,1491,9.8.2015,direct
665,1491,10.8.2015,direct
666,1491,11.7.2015,direct
667,1491,12.7.2015,direct
668,1491,1.6.2016,direct
669,1491,2.5.2016,direct
670,1491,3.5.2016,direct
671,1491,4.4.2016,direct
672,1491,5.3.2016,direct
673,1491,6.1.2016,direct
674,1491,7.1.2016,direct
675,1491,7.31.2016,direct
676,1491,8.30.2016,direct
677,1491,9.28.2016,direct
678,1491,10.27.2016,direct
679,1491,11.25.2016,direct
680,1491,12.24.2016,direct
681,1501,1.30.2015,direct
682,1501,3.1.2015,direct
683,1501,3.31.2015,direct
684,1501,4.29.2015,direct
685,1501,5.28.2015,direct
686,1501,6.26.2015,direct
687,1501,7.25.2015,direct
688,1501,8.23.2015,direct
689,1501,9.21.2015,direct
690,1501,10.21.2015,direct
691,1501,11.19.2015,direct
692,1501,12.19.2015,direct
693,1501,1.17.2016,direct
694,1501,2.15.2016,direct
695,1501,3.15.2016,direct
696,1501,4.14.2016,direct
697,1501,5.14.2016,direct
698,1501,6.12.2016,direct
699,1501,7.11.2016,direct
700,1501,8.9.2016,direct
701,1501,9.8.2016,direct
702,1501,10.7.2016,direct
703,1501,11.5.2016,direct
704,1501,12.5.2016,direct
705,1511,3.20.2016,direct
706,1511,4.19.2016,direct
707,1511,5.19.2016,direct
708,1511,6.18.2016,direct
709,1511,7.17.2016,direct
710,1511,8.15.2016,direct
711,1511,9.14.2016,direct
712,1511,10.14.2016,direct
713,1511,11.13.2016,direct
714,1511,12.12.2016,direct
715,1521,12.31.2013,direct
716,1521,1.29.2014,direct
717,1521,2.27.2014,direct
718,1521,3.29.2014,direct
719,1521,4.28.2014,direct
720,1521,5.28.2014,direct
721,1521,6.27.2014,direct
722,1521,7.27.2014,direct
723,1521,8.26.2014,direct
724,1521,9.24.2014,direct
725,1521,10.24.2014,direct
726,1521,11.23.2014,direct
727,1521,12.22.2014,direct
728,1521,1.21.2015,direct
729,1521,2.20.2015,direct
730,1521,3.21.2015,direct
731,1521,4.19.2015,direct
732,1521,5.18.2015,direct
733,1521,6.16.2015,direct
734,1521,7.16.2015,direct
735,1521,8.15.2015,direct
736,1521,9.14.2015,direct
737,1521,10.13.2015,direct
738,1521,11.12.2015,direct
739,1521,12.11.2015,direct
740,1521,1.9.2016,direct
741,1521,2.8.2016,direct
742,1521,3.8.2016,direct
743,1521,4.6.2016,direct
744,1521,5.6.2016,direct
745,1521,6.5.2016,direct
746,1521,7.5.2016,direct
747,1521,8.3.2016,direct
748,1521,9.2.2016,direct
749,1521,10.2.2016,direct
750,1521,10.31.2016,direct
751,1521,11.29.2016,direct
752,1521,12.28.2016,direct
753,1531,12.10.2013,direct
754,1531,1.8.2014,direct
755,1531,2.7.2014,direct
756,1531,3.9.2014,direct
757,1531,4.7.2014,direct
758,1531,5.6.2014,direct
759,1531,6.5.2014,direct
760,1531,7.4.2014,direct
761,1531,8.3.2014,direct
762,1531,9.2.2014,direct
763,1531,10.1.2014,direct
764,1531,10.31.2014,direct
765,1531,11.29.2014,direct
766,1531,12.28.2014,direct
767,1531,1.26.2015,direct
768,1531,2.24.2015,direct
769,1531,3.25.2015,direct
770,1531,4.23.2015,direct
771,1531,5.22.2015,direct
772,1531,6.21.2015,direct
773,1531,7.20.2015,direct
774,1531,8.18.2015,direct
775,1531,9.16.2015,direct
776,1531,10.16.2015,direct
777,1531,11.14.2015,direct
778,1531,12.14.2015,direct
779,1531,1.13.2016,direct
780,1531,2.11.2016,direct
781,1531,3.12.2016,direct
782,1531,4.10.2016,direct
783,1531,5.10.2016,direct
784,1531,6.9.2016,direct
785,1531,7.8.2016,direct
786,1531,8.6.2016,direct
787,1531,9.5.2016,direct
788,1531,10.4.2016,direct
789,1531,11.3.2016,direct
790,1531,12.3.2016,direct
791,1541,6.7.2015,direct
792,1541,7.6.2015,direct
793,1541,8.4.2015,direct
794,1541,9.3.2015,direct
795,1541,10.2.2015,direct
796,1541,10.31.2015,direct
797,1541,11.30.2015,direct
798,1541,12.30.2015,direct
799,1541,1.28.2016,direct
800,1541,2.27.2016,direct
801,1541,3.28.2016,direct
802,1541,4.26.2016,direct
803,1541,5.25.2016,direct
804,1541,6.24.2016,direct
805,1541,7.24.2016,direct
806,1541,8.23.2016,direct
807,1541,9.21.2016,direct
808,1541,10.21.2016,direct
809,1541,11.20.2016,direct
810,1541,12.20.2016,direct
811,1551,12.13.2016,direct
812,1561,12.17.2013,direct
813,1561,1.16.2014,direct
814,1561,2.14.2014,direct
815,1561,3.15.2014,direct
816,1561,4.13.2014,direct
817,1561,5.13.2014,direct
818,1561,6.11.2014,direct
819,1561,7.10.2014,direct
820,1561,8.9.2014,direct
821,1561,9.8.2014,direct
822,1561,10.8.2014,direct
823,1561,11.6.2014,direct
824,1561,12.5.2014,direct
825,1561,1.4.2015,direct
826,1561,2.2.2015,direct
827,1561,3.3.2015,direct
828,1561,4.1.2015,direct
829,1561,4.30.2015,direct
830,1561,5.30.2015,direct
831,1561,6.28.2015,direct
832,1561,7.27.2015,direct
833,1561,8.25.2015,direct
834,1561,9.24.2015,direct
835,1561,10.23.2015,direct
836,1561,11.21.2015,direct
837,1561,12.21.2015,direct
838,1561,1.19.2016,direct
839,1561,2.17.2016,direct
840,1561,3.18.2016,direct
841,1561,4.17.2016,direct
842,1561,5.17.2016,direct
843,1561,6.16.2016,direct
844,1561,7.15.2016,direct
845,1561,8.14.2016,direct
846,1561,9.12.2016,direct
847,1561,10.12.2016,direct
848,1561,11.11.2016,direct
849,1561,12.11.2016,direct
850,1571,1.1.2014,direct
851,1571,1.31.2014,direct
852,1571,3.2.2014,direct
853,1571,3.31.2014,direct
854,1571,4.29.2014,direct
855,1571,5.29.2014,direct
856,1571,6.28.2014,direct
857,1571,7.27.2014,direct
858,1571,8.26.2014,direct
859,1571,9.24.2014,direct
860,1571,10.24.2014,direct
861,1571,11.22.2014,direct
862,1571,12.22.2014,direct
863,1571,1.20.2015,direct
864,1571,2.18.2015,direct
865,1571,3.20.2015,direct
866,1571,4.19.2015,direct
867,1571,5.19.2015,direct
868,1571,6.18.2015,direct
869,1571,7.18.2015,direct
870,1571,8.17.2015,direct
871,1571,9.15.2015,direct
872,1571,10.14.2015,direct
873,1571,11.13.2015,direct
874,1571,12.13.2015,direct
875,1571,1.12.2016,direct
876,1571,2.11.2016,direct
877,1571,3.12.2016,direct
878,1571,4.10.2016,direct
879,1571,5.10.2016,direct
880,1571,6.9.2016,direct
881,1571,7.8.2016,direct
882,1571,8.6.2016,direct
883,1571,9.4.2016,direct
884,1571,10.3.2016,direct
885,1571,11.1.2016,direct
886,1571,12.1.2016,direct
887,1571,12.31.2016,direct
888,1581,4.7.2016,direct
889,1581,5.7.2016,direct
890,1581,6.6.2016,direct
891,1581,7.5.2016,direct
892,1581,8.3.2016,direct
893,1581,9.2.2016,direct
894,1581,10.2.2016,direct
895,1581,11.1.2016,direct
896,1581,12.1.2016,direct
897,1581,12.31.2016,direct
898,1591,12.22.2016,direct
899,1601,12.14.2013,direct
900,1601,1.12.2014,direct
901,1601,2.11.2014,direct
902,1601,3.13.2014,direct
903,1601,4.11.2014,direct
904,1601,5.10.2014,direct
905,1601,6.9.2014,direct
906,1601,7.8.2014,direct
907,1601,8.7.2014,direct
908,1601,9.5.2014,direct
909,1601,10.4.2014,direct
910,1601,11.2.2014,direct
911,1601,12.2.2014,direct
912,1601,1.1.2015,direct
913,1601,1.31.2015,direct
914,1601,3.1.2015,direct
915,1601,3.31.2015,direct
916,1601,4.30.2015,direct
917,1601,5.29.2015,direct
918,1601,6.27.2015,direct
919,1601,7.27.2015,direct
920,1601,8.25.2015,direct
921,1601,9.23.2015,direct
922,1601,10.22.2015,direct
923,1601,11.20.2015,direct
924,1601,12.19.2015,direct
925,1601,1.17.2016,direct
926,1601,2.16.2016,direct
927,1601,3.16.2016,direct
928,1601,4.14.2016,direct
929,1601,5.13.2016,direct
930,1601,6.12.2016,direct
931,1601,7.12.2016,direct
