TransactionID,CustomerID,PurchaseDate,Amount,ProductID
66,166,2022-12-06,306.5959471470714,99
67,242,2020-02-29,103.78777545717473,8
68,527,2022-03-14,141.5193263270771,17
69,67,2022-05-21,441.89780022902943,30
70,633,2021-09-22,141.44334434456712,99
71,211,2021-01-04,442.1588750758724,60
72,805,2022-05-17,209.58976439975882,67
73,329,2022-12-25,236.49884418450142,44
74,848,2022-05-24,350.2859595091708,57
75,389,2022-10-19,422.1430012355852,79
76,253,2020-08-28,100.15747338555792,16
77,879,2022-07-15,439.7211227907219,68
78,249,2021-02-14,320.8569465517591,79
79,546,2020-02-27,398.8771416647827,23
80,865,2020-03-08,152.8218278308089,79
81,758,2020-04-18,144.8283168289279,76
82,160,2022-09-17,240.76613845068962,20
83,411,2020-03-06,201.97566050552314,90
84,645,2021-05-28,318.54406462145454,30
85,118,2022-08-18,115.16129038495869,28
86,551,2020-05-19,408.3965943468929,31
87,281,2021-02-16,470.8965500400387,69
88,364,2022-10-06,496.63223575248816,86
89,629,2021-09-10,147.06909704335615,21
90,62,2021-02-16,152.2638967294732,66
91,999,2022-07-20,85.56506163506785,96
92,968,2020-04-12,432.8984991384272,40
93,166,2021-07-24,173.3644368452712,90
94,303,2021-05-03,439.65479714629646,66
95,503,2022-09-07,104.56473618312138,82
96,106,2020-11-08,356.8609199562288,70
97,767,2021-12-16,318.5054972340162,33
98,793,2021-01-05,259.7505565289271,56
99,482,2020-06-19,257.03795426988034,22
100,607,2022-03-21,492.35969763191173,98
101,924,2020-02-23,339.65839549098996,11
102,749,2022-12-19,116.65484405097455,91
103,833,2020-10-12,199.96578985977416,16
104,189,2020-01-31,258.0098728918671,7
105,581,2020-02-27,76.04458403003926,63
106,344,2022-11-17,13.020271070837179,32
107,822,2020-09-08,398.58324404796934,29
108,338,2021-05-01,499.5173103095701,44
109,382,2022-09-15,401.87345750490755,98
110,529,2021-09-17,444.9935407615103,37
111,412,2022-10-03,32.946122054572406,88
112,690,2020-07-25,265.35381513199604,24
113,84,2022-05-29,439.7366560495246,39
114,89,2020-05-09,373.52374339561453,33
115,258,2021-10-01,38.17744359256061,47
116,374,2022-10-26,414.01447189052294,36
117,150,2022-04-14,438.7091880836286,93
118,745,2020-05-16,359.6269409260998,28
119,460,2020-12-07,421.905296480498,92
120,954,2022-06-11,192.5334265477696,23
121,892,2021-11-26,432.47291858782427,1
122,131,2021-08-04,62.958587625990106,19
123,347,2022-04-06,439.8428295075503,34
124,588,2022-06-30,461.0275156116401,23
125,644,2021-06-11,153.6963502229956,75
126,877,2022-10-04,403.4018893358906,14
127,187,2020-10-11,123.54226732649097,93
128,966,2021-11-10,10.880450011271712,87
129,967,2022-10-27,336.34081277845246,31
130,664,2021-02-02,489.73126663418265,69
131,56,2022-12-05,363.1564660886442,71
132,801,2021-03-28,165.50562950244122,74
133,592,2021-10-08,258.93383269028743,41
134,518,2020-05-31,329.6889864886354,15
135,879,2021-10-10,124.12621130433901,15
136,334,2021-08-28,90.04815154215461,80
137,51,2021-08-19,98.64085260761611,91
138,579,2021-03-29,350.47041963329974,69
139,86,2022-07-18,21.068824186004633,49
140,237,2021-11-18,163.3717697545992,10
141,791,2021-06-18,36.20324257059056,86
142,517,2022-07-05,191.0598955948201,8
143,195,2022-03-11,184.43377205567398,54
144,666,2022-11-21,404.66265139549023,89
145,740,2022-11-08,274.1269615453786,34
146,380,2021-03-04,390.9919388338571,27
147,930,2022-11-24,50.80697907134532,58
148,653,2021-10-27,119.34036185217933,79
149,33,2020-10-28,278.1507111674707,48
150,680,2021-06-16,364.16093041161486,32
151,812,2021-05-14,390.92345472240294,57
152,459,2022-09-03,279.14295925590335,53
153,532,2022-08-09,52.542101159094926,93
154,215,2020-01-25,386.75002464697195,80
155,229,2022-06-11,161.7469926348144,4
156,842,2020-07-15,31.60490463537135,76
157,151,2022-08-15,229.8043986969097,56
158,11,2022-06-29,199.7389359988218,9
159,916,2020-06-14,460.13748889741237,63
160,780,2022-11-28,209.4389066903884,44
161,737,2021-03-14,215.3860658439122,23
162,77,2022-10-08,20.021910874654438,17
163,752,2021-05-10,280.8926878772794,8
164,271,2022-07-05,477.397491993161,52
165,930,2021-06-01,396.77029517980924,58
166,242,2020-03-03,205.3623279604312,24
167,525,2021-02-25,416.3180469828277,79
168,199,2020-04-04,397.43622271671035,10
169,766,2022-03-18,456.8335641085361,39
170,409,2021-08-14,225.1593841967217,31
171,549,2022-03-04,371.34812434661774,57
172,362,2022-05-07,35.603216050082295,28
173,516,2022-09-12,385.3105829118789,99
174,404,2020-05-10,89.13869780682576,19
175,28,2022-07-05,103.76931632950215,32
176,801,2021-07-28,290.66464889029055,11
177,740,2021-09-11,17.963987306291077,85
178,56,2021-10-12,442.41033648509136,2
179,567,2021-12-15,84.10143967733983,26
180,614,2020-02-18,387.6766554648957,91
181,861,2020-01-11,74.1457997948057,60
182,47,2020-12-08,231.75212707130606,45
183,207,2022-11-09,92.45446170389165,84
184,43,2022-02-05,413.3772126821368,74
185,832,2021-09-30,86.20827853095946,23
186,85,2020-02-12,161.7426667277042,90
187,567,2020-12-05,339.27168634240155,96
188,71,2020-01-14,399.9523111074331,30
189,409,2021-07-23,292.19257869570305,70
190,504,2022-04-16,263.25716127688906,72
191,474,2021-07-07,43.46774676263186,48
192,850,2022-11-09,61.04999068782933,35
193,19,2022-09-29,185.74438493047532,67
194,818,2020-08-23,186.908610460734,42
195,76,2022-01-25,334.54046332003264,93
196,311,2020-07-06,52.94795130638251,42
197,630,2022-03-09,414.20499975140285,10
198,893,2021-03-16,205.6380926597157,85
199,112,2020-06-27,307.09265815761154,66
200,419,2021-06-17,64.22841510285019,59
201,899,2022-07-12,343.25074230241427,30
202,345,2022-04-26,57.46274349705997,91
203,719,2022-10-08,158.5549184557106,71
204,954,2020-07-21,478.65308950068624,33
205,933,2022-10-31,37.30003847180912,36
206,23,2021-09-29,435.54144075426177,58
207,170,2021-07-13,402.0654504365727,22
208,192,2021-05-11,428.4039444717847,84
209,403,2022-10-15,465.0226277878782,70
210,356,2022-04-04,87.38590047495454,87
211,218,2022-03-07,421.79559386652954,27
212,591,2021-11-16,429.0526872289646,98
213,805,2020-02-16,117.37438004219845,73
214,633,2021-10-23,444.9169075344284,93
215,921,2021-09-10,321.3277751279765,68
216,107,2020-12-28,256.704301944007,88
217,539,2022-06-14,468.1759153537447,9
218,950,2021-08-04,239.7540883348416,2
219,983,2020-11-08,376.07916965235046,51
220,252,2021-01-23,82.18673379412935,96
221,808,2021-08-13,450.3785517154167,78
222,746,2021-03-05,94.18274732134986,22
223,378,2022-03-08,283.9841740132239,10
224,922,2022-01-06,175.42315831909494,52
225,206,2020-10-03,205.22481909298168,86
226,300,2022-04-08,118.62908098713639,80
227,946,2022-05-29,79.68855303987216,92
228,521,2022-04-04,330.14232313027327,7
229,318,2022-05-16,315.4693403466264,3
230,820,2021-04-28,150.38513008941453,25
231,806,2020-12-13,313.9371733517143,21
232,432,2020-11-01,205.72418962697336,1
233,901,2020-10-13,415.36098030556263,89
234,668,2021-11-04,375.3807917429262,82
235,639,2022-11-06,75.89637198316657,4
236,808,2020-01-21,115.703955804093,42
237,260,2022-06-26,127.32753954652202,65
238,973,2022-03-08,65.88283993247296,1
239,245,2022-04-21,168.22594669217938,67
240,20,2022-06-02,373.2529416293029,33
241,76,2022-02-12,103.87168481262044,63
242,280,2020-07-30,361.7986109303129,37
243,52,2022-04-04,206.50402001645963,96
244,553,2021-06-12,150.41315100672244,39
245,299,2022-09-04,205.3509332779989,31
246,579,2022-08-21,324.9721973021115,60
247,699,2020-10-06,363.198681605296,42
248,525,2020-05-18,82.07942617918007,33
249,623,2021-01-12,282.9101781542587,9
250,134,2020-12-14,243.30961542463925,43
251,858,2020-01-16,23.85802013425809,56
252,949,2021-11-18,74.25300493663244,61
253,493,2020-09-01,154.61581155566427,49
254,740,2020-01-08,136.95654636824833,99
255,415,2021-11-22,471.8411025048109,96
256,199,2020-08-24,360.7031208214133,24
257,497,2021-03-05,355.22994063385653,3
258,513,2020-02-17,47.084800054329015,41
259,792,2020-01-25,368.65310547259264,15
260,618,2020-07-14,426.93684732679156,91
261,125,2020-06-27,387.8487018064366,67
262,934,2022-10-13,146.82018162373433,25
263,713,2021-12-16,232.42071533685163,24
264,877,2022-09-07,283.6723412335898,48
265,228,2020-01-26,95.26209886840999,50
266,133,2020-12-30,169.42608059172696,47
267,717,2021-11-14,238.5571012168431,94
268,531,2022-02-03,200.06898015342148,23
269,733,2022-02-19,72.70423022298573,5
270,330,2021-03-15,416.74557004476503,46
271,524,2020-06-24,54.02208931637474,15
272,474,2022-07-23,336.0945297135915,39
273,195,2021-06-23,80.85806104925014,77
274,759,2022-07-02,27.193191096205325,46
275,331,2021-12-22,251.45763846760676,8
276,909,2020-09-16,110.0499718989382,88
277,993,2020-05-07,32.809021598493075,41
278,547,2020-11-11,81.99564511872492,15
279,963,2020-06-18,252.83458597152455,17
280,287,2021-04-27,385.0031635001361,34
281,704,2022-08-12,451.71377678450176,73
282,282,2022-01-03,108.29208777986173,79
283,838,2022-09-23,453.8394923047938,11
284,282,2020-11-23,412.4443069845006,41
285,126,2022-01-15,292.4553188963219,71
286,82,2020-01-07,400.17143707950385,25
287,782,2020-02-24,171.96500092215194,58
288,936,2021-08-06,257.29401794823553,13
289,908,2022-12-28,282.6216921849461,75
290,623,2022-02-12,71.3651404598685,86
291,372,2020-04-18,285.23067656961194,30
292,677,2021-12-25,50.4098474109549,92
293,249,2022-05-17,369.9725266741834,9
294,22,2022-09-01,80.90303985749642,32
295,86,2022-01-01,70.73641405060553,31
296,644,2020-12-12,364.63833139062336,10
297,625,2022-11-10,360.2594063673653,81
298,631,2022-03-18,135.07858501251894,96
299,935,2021-05-14,235.88423538942985,51
300,953,2021-03-28,251.8416734740203,37
301,8,2022-10-04,460.8903088010244,38
302,44,2020-02-10,493.7144416459719,6
303,304,2021-06-10,438.9033718947445,39
304,17,2020-05-08,124.66216223489245,81
305,108,2022-09-09,492.1964323425716,22
306,403,2020-09-03,177.76355764720049,8
307,461,2020-02-01,31.061402464906205,30
308,792,2022-04-26,153.696246453334,97
309,273,2021-08-15,158.85457572854006,70
310,209,2021-05-07,449.58599116967565,37
311,736,2020-11-16,240.51849529057128,11
312,697,2020-07-16,112.75550333296614,49
313,55,2020-03-24,391.5044334517446,95
314,118,2022-09-30,322.81837564399177,10
315,323,2022-02-16,219.8497953426715,83
316,431,2022-02-07,215.70946984278268,72
317,398,2021-05-19,98.12419209447087,8
318,722,2022-06-11,420.0211972263946,6
319,885,2020-11-08,477.11928613942706,60
320,892,2020-11-09,142.43638707067257,71
321,841,2021-05-19,219.2112041988204,61
322,872,2021-01-08,338.57956685361313,53
323,172,2021-12-17,376.65623484110665,92
324,7,2022-10-20,495.6923143349894,33
325,477,2021-06-24,29.968745114110288,63
326,560,2020-08-13,205.85089218317668,56
327,579,2022-01-20,109.65952574939497,97
328,786,2022-04-14,17.721180441852464,79
329,821,2021-06-11,217.23965630615197,90
330,707,2022-10-16,88.47180714596689,97
331,652,2022-10-13,60.58664675331662,46
332,683,2020-01-20,378.9953595716917,69
333,489,2020-03-17,169.6813128861615,33
334,489,2020-07-25,104.70900578951854,47
335,533,2022-10-14,110.69835357544376,26
336,716,2022-04-14,146.80927969932443,29
337,463,2022-07-31,197.9228036098197,86
338,514,2021-09-23,33.259548186477744,72
339,680,2022-04-16,66.51141853612368,8
340,632,2022-11-02,469.1382377287921,93
341,305,2020-06-11,149.81050329620567,68
342,274,2021-01-18,349.1433129195593,18
343,232,2021-03-23,242.80199093593998,38
344,307,2022-02-12,374.8135287897131,54
345,956,2022-05-27,332.98517474378184,36
346,293,2022-03-26,293.9977785982694,95
347,578,2020-07-14,480.45208637199465,81
348,911,2020-11-03,410.67937997999246,98
349,651,2022-06-12,390.6111260731684,76
350,750,2020-02-10,150.9086742136649,10
351,562,2020-10-09,45.03348302172039,14
352,678,2021-12-20,277.22264997604026,55
353,577,2022-09-06,230.93092348076848,7
354,722,2022-09-27,237.03330005613674,11
355,550,2021-04-13,438.3967362366628,3
356,296,2021-04-06,11.557127106049311,88
357,806,2022-06-14,243.62092940055504,68
358,136,2022-12-08,251.3192153870728,56
359,821,2020-12-13,471.4733684120256,11
360,800,2021-11-14,184.39982683812,12
361,480,2021-08-16,36.54398904302411,81
362,653,2022-06-22,291.56098415886663,30
363,951,2022-01-01,38.756605565292006,64
364,525,2022-11-05,452.4944617705397,89
365,786,2020-01-03,98.09944502423433,78
366,383,2020-06-26,199.19490672522434,4
367,555,2021-02-08,399.32848819205634,58
368,426,2022-11-24,469.22460269705306,33
369,494,2020-01-31,123.84636546717735,61
370,526,2020-12-23,116.23281602996033,26
371,920,2020-11-19,387.12905258192285,3
372,171,2020-04-09,474.0295657138738,49
373,123,2022-08-04,88.18656021914703,1
374,976,2020-09-27,470.2054777861222,55
375,33,2021-02-08,418.3802410546868,61
376,444,2020-03-03,123.6220382284838,1
377,518,2021-02-07,361.78819828403,68
378,740,2021-10-27,332.2104139853814,29
379,290,2021-12-16,394.74133842206174,42
380,439,2020-12-19,56.985425767849826,79
381,705,2021-12-31,47.45427990657922,35
382,502,2021-02-22,398.50223670833736,60
383,161,2022-05-30,271.5861214742364,97
384,358,2022-08-10,87.02168350145199,5
385,909,2022-05-21,475.1862484719882,55
386,809,2022-02-05,373.69516642723397,82
387,551,2022-01-09,34.341013589210874,19
388,695,2021-11-21,286.2107233575378,85
389,840,2021-12-02,403.5107183517041,85
390,622,2021-01-31,62.37131539798831,58
391,693,2020-07-13,177.36547322520693,58
392,7,2021-09-07,427.1416303982945,3
393,919,2021-02-03,80.21725173125346,35
394,644,2020-05-08,263.0922629064802,66
395,224,2022-06-17,65.17195742599537,91
396,303,2022-12-14,312.69483004532026,70
397,518,2022-12-07,44.86106994156025,46
398,984,2021-07-24,92.52103702426956,81
399,177,2020-01-20,341.1625682560239,25
400,448,2021-10-19,366.4778399480729,15
401,982,2021-04-09,339.83153418306523,80
402,901,2022-12-31,356.06257709603483,31
403,842,2022-02-06,45.291316076915564,96
404,6,2022-10-23,143.27243201443815,49
405,547,2020-05-07,290.3436701312308,27
406,345,2022-03-15,56.783092031575045,18
407,163,2020-06-19,106.16373387131405,86
408,975,2021-07-13,496.1732045774014,21
409,692,2020-09-28,62.56965822136022,50
410,484,2022-09-10,96.51129857261681,87
411,671,2022-03-15,122.1158004192058,65
412,23,2022-09-04,492.9196056847349,57
413,272,2021-02-25,487.5724475219129,73
414,149,2020-03-28,233.3759659386689,39
415,143,2020-09-21,150.87221080196636,57
416,377,2020-04-01,424.19647403935056,38
417,865,2021-09-30,78.08259509872231,23
418,432,2021-03-04,322.9331228274531,24
419,523,2022-07-20,397.3216071587431,89
420,363,2020-05-01,374.4398197804272,55
421,918,2022-02-25,78.14585176626117,36
422,645,2021-04-02,296.49827202224105,90
423,549,2021-11-12,494.8008791822605,80
424,699,2022-08-05,84.16672535681838,19
425,115,2020-07-30,401.47083862051113,48
426,297,2020-04-25,192.53068797678992,56
427,358,2020-02-11,324.14590038671383,19
428,786,2022-02-22,192.2850680957723,83
429,82,2022-12-29,12.542041237127666,56
430,915,2020-08-10,233.79949967633576,94
431,727,2020-06-26,437.5113852380711,91
432,486,2020-05-13,304.8224946024732,98
433,861,2021-01-31,282.3597793172718,50
434,753,2021-08-23,449.2616091168415,34
435,325,2020-07-28,188.47269287026188,52
436,568,2020-02-04,95.02239692053047,80
437,199,2022-11-13,364.55163252397625,47
438,660,2022-08-03,71.05792150094481,68
439,159,2021-01-20,336.0362913137886,5
440,572,2020-08-14,199.0750967754181,25
441,482,2020-12-03,350.9142080993206,67
442,413,2022-07-31,260.6426929631649,5
443,300,2020-11-17,443.36364773276443,68
444,490,2021-01-16,283.6560530150102,65
445,257,2022-02-01,294.05583953373224,99
446,7,2020-03-09,62.27180249137682,50
447,359,2021-12-18,275.5143843041287,39
448,109,2020-03-12,174.9444758065197,29
449,512,2022-10-11,447.17909052232187,26
450,86,2020-08-18,192.3072098826124,9
451,388,2020-06-19,14.663428955417228,49
452,46,2022-10-13,165.83542539713136,1
453,327,2020-02-13,54.39573310638087,87
454,325,2020-07-27,386.3806707598873,67
455,854,2022-05-13,290.69519145409004,58
456,541,2021-08-20,359.7708208734311,81
457,896,2022-12-24,127.84424667358756,83
458,40,2022-08-12,116.14492653475605,56
459,331,2022-07-08,457.97333837422957,82
460,25,2021-08-20,37.917525131977,21
461,550,2022-12-17,44.58250780229302,95
462,790,2021-10-11,39.570548775510765,46
463,534,2022-09-20,353.4168731407646,10
464,810,2021-08-20,391.7919130314167,47
465,217,2022-07-20,325.3735355774512,56
466,883,2021-03-17,216.91140901531236,98
467,399,2021-05-13,421.436304763938,28
468,169,2020-02-12,304.80552949010655,83
469,211,2020-09-23,322.6476316388879,7
470,22,2020-08-18,127.87841068018119,88
471,669,2022-01-07,110.18306148298589,21
472,275,2020-05-09,73.33284137996834,61
473,55,2020-05-18,131.5125280649849,95
474,122,2021-09-30,475.3000015148255,10
475,415,2022-05-26,49.53841097550095,87
476,7,2020-05-10,381.0211913237568,35
477,868,2021-04-13,198.17165674415872,14
478,252,2020-09-10,442.8198586034591,27
479,820,2021-08-01,167.9772522564193,30
480,651,2020-01-09,284.9585311534784,39
481,146,2020-12-08,358.93007952010686,38
482,810,2022-03-18,75.11047271843678,33
483,350,2020-11-15,102.50290988931918,66
484,36,2021-07-05,489.9973087407205,20
485,570,2020-06-08,239.4048796042301,2
486,407,2022-12-26,262.105214429097,86
487,716,2021-01-27,414.7942342817044,81
488,307,2020-01-21,141.48649574342096,11
489,484,2020-10-03,178.18397593956314,48
490,650,2022-07-31,489.6844377245312,23
491,188,2020-07-28,137.25346347410135,60
492,910,2021-05-16,462.27424614813197,86
493,464,2022-12-23,33.85654589350709,47
494,956,2021-07-12,437.3512681162638,88
495,64,2021-02-26,89.95782244397161,64
496,538,2022-10-17,426.4019899936444,72
497,529,2022-03-25,426.2043469263025,53
498,45,2021-12-24,108.87522865647217,90
499,620,2021-09-23,410.21130418731804,39
500,533,2021-05-01,375.6320257027972,40
501,64,2021-04-15,240.51480643925873,39
502,520,2022-12-07,308.8131995610524,34
503,811,2021-03-31,293.668015549107,43
504,525,2022-11-10,188.91398144069598,78
505,660,2022-02-02,433.84749613381945,37
506,804,2022-10-23,117.95703514709174,91
507,420,2022-07-05,291.64408258566425,25
508,862,2020-03-06,494.8305032725232,81
509,589,2020-12-26,87.85374283699556,59
510,404,2020-04-12,349.3274237195177,70
511,903,2022-02-15,138.05864713456742,31
512,791,2022-02-06,28.892667869575785,46
513,453,2022-10-28,292.7525931018427,18
514,289,2022-12-15,214.26652520518633,81
515,900,2021-10-02,66.90236378439732,24
516,296,2022-08-28,431.8254881097501,50
517,779,2022-01-28,366.08891182974986,35
518,33,2022-05-19,103.89994947955314,61
519,728,2022-10-04,400.4646392921156,13
520,485,2021-01-14,263.8651123575065,84
521,437,2021-08-04,115.11638206490929,13
522,19,2021-10-01,420.3801270797218,59
523,378,2020-05-15,101.97223140146656,98
524,157,2022-08-23,374.336531103154,4
525,438,2021-11-10,137.59871686498153,80
526,221,2021-07-20,472.6066264224112,63
527,490,2021-03-09,490.7726127717263,85
528,494,2021-03-04,438.13061847718825,68
529,933,2021-07-15,452.69990585929037,20
530,383,2021-02-18,55.88351497701031,88
531,152,2022-05-26,84.97096032716836,84
532,460,2021-11-18,443.06407405984436,62
533,720,2021-06-24,212.50028029693854,10
534,99,2022-11-17,57.314012706763556,70
535,249,2022-06-04,495.1830605311619,12
536,939,2022-05-25,377.41699436490177,11
537,508,2022-02-01,211.24569620545387,94
538,106,2022-09-21,92.54876082367117,29
539,153,2022-01-11,136.36431559068683,62
540,794,2020-10-16,483.4167577556365,6
541,970,2020-11-20,222.30425407859434,6
542,177,2020-02-05,248.17221529634622,62
543,366,2022-02-06,472.22669807549903,26
544,218,2021-09-15,22.78946541463619,38
545,414,2021-08-11,343.4999906061336,2
546,940,2022-11-18,443.6823740885384,51
547,83,2021-03-31,464.67780544231664,31
548,447,2020-09-08,359.5979952170375,79
549,419,2022-09-17,229.4212189511022,35
550,672,2022-05-02,427.1241916708874,98
551,313,2020-08-03,490.2418378803146,4
552,121,2021-03-27,398.4233611018088,29
553,664,2020-09-02,341.3971907017242,27
554,756,2021-11-27,244.8081407623595,28
555,294,2021-10-11,114.5195747025337,24
556,466,2022-12-18,14.097210696579026,20
557,367,2020-01-12,174.6376323753469,60
558,435,2021-02-12,118.36507585973727,89
559,919,2022-05-31,71.91109999689724,70
560,513,2020-07-20,471.4533806243232,38
561,849,2022-12-15,351.95655666602033,51
562,187,2020-02-20,197.00261149497913,84
563,474,2020-09-25,48.73390757690627,94
564,446,2022-08-31,289.576707272808,51
565,705,2021-05-31,182.4007765827409,22
566,936,2021-05-29,39.2646555799857,19
567,174,2022-01-31,302.20126763559267,8
568,153,2020-05-30,372.46791014476656,11
569,936,2020-01-07,233.68644214950186,32
570,65,2022-06-06,90.7444970095943,92
571,191,2021-11-29,145.1268886542499,3
572,972,2022-12-24,193.0568087842404,75
573,480,2021-03-08,353.4858800533167,72
574,231,2020-02-09,299.04693824106045,13
575,308,2021-03-27,205.78179087933879,95
576,296,2022-09-29,259.2158467991002,20
577,131,2020-08-21,310.16824374105516,54
578,73,2021-02-02,479.35412232657933,44
579,699,2022-02-26,495.93272408688546,75
580,494,2022-05-11,467.3731743833112,39
581,357,2020-01-12,349.5858359625406,78
582,67,2022-11-06,451.6282376209037,85
583,8,2021-04-18,243.7545133430697,30
584,993,2022-07-15,128.68707420858755,69
585,709,2021-01-08,95.45760759116277,22
586,756,2021-10-19,306.4878079468288,32
587,92,2022-11-08,458.9669024592842,41
588,308,2020-11-22,115.41702760384827,3
589,605,2020-11-14,299.92827163438204,96
590,484,2021-08-09,346.683765112845,14
591,76,2022-07-25,369.9988537503812,22
592,145,2021-04-29,335.23995589126986,85
593,358,2020-11-21,489.4228669892872,87
594,497,2022-02-18,313.20403146644344,43
595,275,2020-05-30,29.489448371580277,86
596,830,2021-05-12,423.2551680879049,32
597,473,2022-03-31,278.0811168113841,50
598,337,2021-02-01,383.0607563117873,9
599,497,2022-12-04,89.30091515850908,15
600,132,2021-07-19,259.1102587329011,45
601,761,2022-12-22,54.32800591798566,77
602,731,2021-02-27,307.4690764053151,92
603,569,2022-02-07,393.7231830694315,25
604,860,2021-08-21,223.36551562596807,39
605,148,2021-06-14,349.5802003840402,95
606,479,2022-09-30,493.28860334557334,91
607,780,2021-09-14,282.4014564437085,10
608,949,2020-01-31,33.88657431151561,25
609,983,2020-11-17,235.34591100181143,21
610,258,2020-05-07,375.5880252798176,15
611,440,2020-02-15,494.5896989801184,45
612,537,2022-12-20,166.64103716035976,59
613,825,2022-10-02,334.3046346056722,58
614,373,2022-09-05,263.70343496097286,72
615,103,2021-04-26,119.20083980167352,22
616,10,2021-06-20,81.03320614789838,58
617,730,2022-08-05,95.00834546012695,24
618,11,2022-12-20,61.921789662880705,74
619,98,2022-01-31,65.90000530514432,64
620,74,2021-08-03,261.0123669683338,56
621,178,2020-09-23,283.83962767754747,3
622,824,2020-01-04,276.9801134269599,74
623,676,2022-03-01,405.44620233485534,27
624,571,2021-06-21,433.0300827282562,68
625,116,2022-03-23,189.18534065413243,15
626,504,2021-01-20,325.548747803044,70
627,93,2020-03-05,494.52496122770617,23
628,619,2021-01-15,206.37170214341077,64
629,920,2022-03-22,412.8344445356857,71
630,23,2021-02-28,48.11918185244664,94
631,992,2022-08-08,51.75902152547059,35
632,996,2022-10-07,315.7817051594768,72
633,164,2021-04-16,499.5462654408208,23
634,378,2022-04-28,362.6087999434093,72
635,596,2021-03-05,447.26200718371837,12
636,521,2022-05-20,232.56307477170483,30
637,246,2021-08-24,210.66362331819568,11
638,216,2020-06-24,442.86760469947245,79
639,633,2020-04-26,103.8738657073925,81
640,730,2020-04-08,261.828353913456,31
641,947,2020-04-13,356.7977485903383,22
642,624,2020-04-09,250.15422648266565,94
643,844,2021-04-01,252.57367024060562,96
644,309,2022-08-20,294.58340259809586,44
645,971,2020-10-22,164.23123837197355,66
646,488,2020-01-15,282.3407250732253,98
647,793,2020-04-16,195.18408323003771,64
648,927,2022-09-18,232.09637789419912,1
649,510,2022-02-02,181.74077752876292,81
650,497,2020-05-04,22.282153267059627,88
651,740,2022-11-14,370.95429668272317,48
652,615,2022-08-10,66.7097097110892,16
653,533,2022-02-07,425.4404723902526,39
654,280,2020-10-30,244.7445718162074,17
655,810,2021-10-06,403.79414745749585,1
656,67,2022-08-10,493.19065044980755,9
657,423,2022-06-20,45.366245643378434,6
658,165,2021-05-10,118.03033740092475,48
659,951,2022-08-28,108.34052960893776,10
660,993,2021-10-22,433.7069406689754,77
661,890,2021-08-05,418.3786908568326,84
662,348,2021-01-28,440.834423118197,19
663,458,2020-09-13,283.40640828565165,66
664,342,2020-01-07,142.04935184756712,84
