175,Minhen,247.42
138,Hamburg,246.23
205,Milano,245.54
177,Viena�,243.08
153,Atina,240.36
297,Beograd,239.38
229,Istanbul,234.1
122,Lion,233.19
266,Ankara,232.97
54,Torino,230.4
211,Novi Sad,228.29
276,Madrid,227.3
300,Lion,227.21
274,Bukurest,226.07
77,Atina,223.06
292,Milano,222.42
131,Barselona,220.07
30,Torino,218.32
267,Varsava,218.19
275,Pariz,218.09
37,Hamburg,217.48
217,Atina,217.27
284,Minhen,215.03
110,Zagreb,212.01
225,Atina,209.2
13,Istanbul,207.68
294,Novi Sad,206.37
46,Ankara,205.81
150,Istanbul,205.53
151,Amsterdam,202.27
186,Frankfurt,201.3
75,Istanbul,199.69
81,Sofija,199.46
98,Roterdam,198.65
57,Roterdam,197.84
134,Atina,196.44
63,Novi Sad,192.63
165,Barselona,191.77
79,Viena�,191.18
43,Amsterdam,188.61
48,Frankfurt,187.32
196,Lion,187.11
273,Novi Sad,186.96
38,Milano,186.4
82,Hamburg,186.33
251,Beograd,184.48
236,Madrid,182.51
192,Varsava,179.49
109,Bukurest,173.32
167,Minhen,173.2
180,Sofija,172.49
224,Novi Sad,171.58
197,Madrid,171.31
116,Zagreb,170.96
71,Sofija,170.11
255,Sofija,165.23
39,Atina,164.09
296,Varsava,163.78
32,Sofija,163.45
76,Roterdam,163.35
163,Roterdam,160.9
85,Novi Sad,159.39
124,Sofija,159.36
155,Lion,159.32
4,Ankara,157.52
51,Varsava,157.16
214,Frankfurt,154.14
111,Lion,153.59
288,Budimpesta,152.51
265,Pariz,151.71
99,Roterdam,150.72
5,Madrid,148.13
200,Beograd,148.02
298,Ankara,147.69
240,Pariz,147.57
254,Barselona,145.53
198,Novi Sad,145.22
95,Atina,144.3
18,Ljubljana,143.75
17,Lion,142.77
135,Varsava,142.58
73,Sofija,142.37
117,Bukurest,141.52
242,Minhen,141.46
107,Bukurest,141.19
6,Lion,140.47
29,Budimpesta,139.42
41,Barselona,137.19
113,Torino,136.88
103,Hamburg,135.92
268,Budimpesta,134.34
222,Milano,134.03
184,Frankfurt,133.65
23,Varsava,133.49
290,Roterdam,130.68
295,Ankara,123.82
176,Minhen,121.84
92,Novi Sad,120.22
213,Roterdam,119.44
40,Hamburg,119.02
96,Frankfurt,118.92
187,Atina,118.03
169,Lion,117.05
185,Viena�,115.4
145,Hamburg,114.67
35,Zagreb,113.32
143,Atina,112.28
7,Prag,110.29
123,Beograd,109.51
125,Budimpesta,108.83
293,Ankara,108.44
209,Barselona,107.31
260,Prag,105.83
232,Milano,105.2
56,Bukurest,103.63
208,Madrid,102.93
160,Viena�,101.84
195,Ankara,100.21
142,Milano,100.12
2,Hamburg,99.71
166,Pariz,98.43
287,Zagreb,97.31
74,Frankfurt,97.01
282,Lion,96.2
45,Istanbul,95.46
44,Viena�,95.35
178,Ljubljana,94.43
270,Prag,94.4
47,Barselona,93.07
269,Viena�,91.26
8,Sofija,91.09
58,Atina,88.7
11,Madrid,88.56
202,Varsava,87.36
72,Lion,85.93
89,Budimpesta,85.88
249,Torino,84.92
244,Beograd,83.4
112,Varsava,82.87
299,Barselona,82.41
283,Amsterdam,81.64
252,Istanbul,81.58
206,Prag,81.22
67,Hamburg,80.67
235,Novi Sad,80.61
149,Viena�,79.48
247,Zagreb,76.75
106,Frankfurt,75.15
278,Novi Sad,74.67
68,Ankara,74.48
141,Pariz,72.79
52,Sofija,71.94
250,Pariz,67.97
108,Bukurest,66.74
21,Hamburg,66.69
15,Roterdam,65.48
3,Lion,64.72
237,Pariz,64.02
194,Zagreb,62.14
157,Amsterdam,61.05
243,Zagreb,60.39
33,Istanbul,59.81
190,Torino,56.5
